survived,pclass,sex,age,sibsp,parch,fare,embarked,title,deck,family_size,family_sizeC,Child
0,3,male,18.5,0,0,7.2292,C,Mr,C,0,Single,Adult
1,3,male,7,1,1,15.2458,C,Nobleman,B,2,Small,Child
1,3,female,9,1,1,15.2458,C,Miss,E,2,Small,Child
1,3,female,29,0,2,15.2458,C,Mrs,F,2,Small,Adult
0,3,male,36,0,0,7.8958,S,Mr,F,0,Single,Adult
1,3,female,18,0,0,9.8417,S,Miss,E,0,Single,Adult
1,3,female,63,0,0,9.5875,S,Mrs,C,0,Single,Adult
0,3,male,6,1,1,14.5,S,Nobleman,E,2,Small,Child
0,3,male,11.5,1,1,14.5,S,Nobleman,D,2,Small,Child
0,3,male,40.5,0,2,14.5,S,Mr,F,2,Small,Adult
0,3,female,10,0,2,24.15,S,Miss,D,2,Small,Child
0,3,male,36,1,1,24.15,S,Mr,D,2,Small,Adult
0,3,female,30,1,1,24.15,S,Mrs,B,2,Small,Adult
0,3,male,34,0,0,9.5,S,Mr,E,0,Single,Adult
0,3,male,33,0,0,9.5,S,Mr,F,0,Single,Adult
0,3,male,28,0,0,9.5,S,Mr,F,0,Single,Adult
0,3,male,28,0,0,9.5,S,Mr,F,0,Single,Adult
0,3,male,47,0,0,9,S,Mr,A,0,Single,Adult
0,3,female,18,2,0,18,S,Miss,C,2,Small,Adult
0,3,male,31,3,0,18,S,Mr,C,3,Small,Adult
0,3,male,16,2,0,18,S,Mr,F,2,Small,Child
0,3,female,31,1,0,18,S,Mrs,F,1,Single,Adult
1,3,male,22,0,0,7.225,C,Mr,B,0,Single,Adult
0,3,male,20,0,0,7.8542,S,Mr,D,0,Single,Adult
0,3,female,14,0,0,7.8542,S,Miss,F,0,Single,Child
0,3,male,22,0,0,7.8958,S,Mr,F,0,Single,Adult
0,3,male,22,0,0,9,S,Mr,D,0,Single,Adult
0,3,male,26,0,0,8.05,S,Mr,A,0,Single,Adult
0,3,male,44,0,0,7.55,S,Mr,C,0,Single,Adult
0,3,male,48,0,0,8.05,S,Mr,E,0,Single,Adult
0,3,male,32.5,0,0,9.5,S,Mr,D,0,Single,Adult
1,3,female,38,0,0,7.2292,C,Mrs,C,0,Single,Adult
0,3,male,51,0,0,7.75,S,Mr,F,0,Single,Adult
0,3,male,18,1,0,6.4958,S,Mr,F,1,Single,Adult
0,3,male,21,1,0,6.4958,S,Mr,D,1,Single,Adult
1,3,female,47,1,0,7,S,Mrs,C,1,Single,Adult
0,3,male,22,0,0,8.7125,S,Mr,B,0,Single,Adult
0,3,male,30.5,0,0,7.55,S,Mr,C,0,Single,Adult
0,3,male,44,0,0,8.05,S,Mr,D,0,Single,Adult
0,3,male,28.5,0,0,16.1,S,Mr,C,0,Single,Adult
0,3,male,21,0,0,7.25,S,Mr,C,0,Single,Adult
0,3,male,27,0,0,8.6625,S,Mr,E,0,Single,Adult
0,3,male,25,0,0,7.25,S,Mr,F,0,Single,Adult
0,3,male,36,0,0,9.5,S,Mr,D,0,Single,Adult
0,3,male,27,1,0,14.4542,C,Mr,C,1,Single,Adult
1,3,female,15,1,0,14.4542,C,Mrs,E,1,Single,Child
0,3,male,45.5,0,0,7.225,C,Mr,B,0,Single,Adult
0,3,male,37,0,0,7.225,C,Mr,F,0,Single,Adult
0,3,male,11,0,0,14.4583,C,Mr,F,0,Single,Child
0,3,female,14.5,1,0,14.4542,C,Miss,C,1,Single,Child
0,3,female,14.5,1,0,14.4542,C,Miss,B,1,Single,Child
0,3,male,26.5,0,0,7.225,C,Mr,A,0,Single,Adult
0,3,male,27,0,0,7.225,C,Mr,C,0,Single,Adult
0,3,male,29,0,0,7.875,S,Mr,F,0,Single,Adult
0,3,,34,0,0,7,,Miss,F,0,Single,Adult
